customer_id,cif,full_name,address,national_id,phone,email
1060,CIF-001060,Tran Thanh Chau,"170 Nam Ky Khoi Nghia, Q1, TP.HCM",700000001060,0848366253,tran.thanh.chau64@outlook.com
1061,CIF-001061,Nguyen Anh Thao,"955 Hai Ba Trung, Go Vap, Can Tho",700000001061,0781458772,nguyen.anh.thao16@outlook.com
1062,CIF-001062,Phan Van My,"195 Nguyen Trai, Binh Thanh, Hai Phong",700000001062,0856313253,phan.van.my95@gmail.com
1063,CIF-001063,Dang Thu Binh,"622 Pham Ngu Lao, Q5, Hai Phong",700000001063,0433463164,dang.thu.binh47@gmail.com
1064,CIF-001064,Le Hai Hoa,"976 Nguyen Trai, Binh Thanh, Can Tho",700000001064,0632881970,le.hai.hoa15@yahoo.com
1065,CIF-001065,Huynh Thanh Vy,"872 Le Loi, Q10, Da Nang",700000001065,0649398948,huynh.thanh.vy28@yahoo.com
1066,CIF-001066,Nguyen Thu Khoa,"223 Vo Van Tan, Tan Binh, TP.HCM",700000001066,0692912825,nguyen.thu.khoa8@yahoo.com
1067,CIF-001067,Huynh Van My,"472 Ly Thuong Kiet, Q10, Da Nang",700000001067,0310691813,huynh.van.my93@yahoo.com
1068,CIF-001068,Le Anh Hoa,"10 Le Loi, Binh Thanh, Can Tho",700000001068,0421374117,le.anh.hoa66@outlook.com
1069,CIF-001069,Le Anh Dung,"936 Pham Ngu Lao, Q1, Ha Noi",700000001069,0998131849,le.anh.dung29@yahoo.com
1070,CIF-001070,Vo Anh Hoa,"307 Ly Thuong Kiet, Binh Thanh, Ha Noi",700000001070,0746169218,vo.anh.hoa57@gmail.com
1071,CIF-001071,Vo Ngoc Giang,"363 Tran Hung Dao, Q1, Da Nang",700000001071,0936637470,vo.ngoc.giang25@gmail.com
1072,CIF-001072,Hoang Van Giang,"405 Tran Hung Dao, Q11, TP.HCM",700000001072,0499416497,hoang.van.giang62@gmail.com
1073,CIF-001073,Hoang Thi Yen,"501 Dien Bien Phu, Go Vap, Ha Noi",700000001073,0563670451,hoang.thi.yen93@outlook.com
1074,CIF-001074,Phan Ngoc Dung,"981 Le Loi, Q1, Ha Noi",700000001074,0456187078,phan.ngoc.dung2@outlook.com
1075,CIF-001075,Pham Van Trang,"440 Nam Ky Khoi Nghia, Q1, Can Tho",700000001075,0648851553,pham.van.trang63@yahoo.com
1076,CIF-001076,Tran Anh Linh,"633 Hai Ba Trung, Tan Binh, Ha Noi",700000001076,0447733815,tran.anh.linh34@gmail.com
1077,CIF-001077,Pham Anh Khanh,"486 Le Loi, Tan Binh, Hai Phong",700000001077,0435322723,pham.anh.khanh81@outlook.com
1078,CIF-001078,Le Thanh Dung,"136 Tran Hung Dao, Q1, Da Nang",700000001078,0429623857,le.thanh.dung3@yahoo.com
1079,CIF-001079,Bui Thanh Chau,"886 Nguyen Trai, Binh Thanh, Can Tho",700000001079,0751130478,bui.thanh.chau82@outlook.com
1080,CIF-001080,Pham Thanh Trang,"437 Pham Ngu Lao, Q1, Hai Phong",700000001080,0696419192,pham.thanh.trang39@gmail.com
1081,CIF-001081,Tran Duc Hoa,"288 Ly Thuong Kiet, Binh Thanh, Ha Noi",700000001081,0516382911,tran.duc.hoa6@gmail.com
1082,CIF-001082,Nguyen Van Trang,"218 Vo Van Tan, Go Vap, Da Nang",700000001082,0723524006,nguyen.van.trang24@yahoo.com
1083,CIF-001083,Hoang Minh Hoa,"343 Vo Van Tan, Q3, TP.HCM",700000001083,0811833626,hoang.minh.hoa71@outlook.com
1084,CIF-001084,Le Quang Hoa,"760 Ly Thuong Kiet, Thu Duc, Hai Phong",700000001084,0759874272,le.quang.hoa84@gmail.com
1085,CIF-001085,Hoang Thanh Son,"394 Le Loi, Q3, Ha Noi",700000001085,0890776943,hoang.thanh.son6@gmail.com
1086,CIF-001086,Bui Thanh Khanh,"722 Pham Ngu Lao, Q3, TP.HCM",700000001086,0793082165,bui.thanh.khanh39@yahoo.com
1087,CIF-001087,Vo Thanh Vy,"739 Hai Ba Trung, Q1, Ha Noi",700000001087,0466131539,vo.thanh.vy92@outlook.com
1088,CIF-001088,Hoang Hai Hoa,"917 Ly Thuong Kiet, Go Vap, TP.HCM",700000001088,0619087680,hoang.hai.hoa54@yahoo.com
1089,CIF-001089,Dang Hai Anh,"171 Nam Ky Khoi Nghia, Q10, Ha Noi",700000001089,0516099554,dang.hai.anh8@outlook.com
1090,CIF-001090,Pham Anh Long,"702 Dien Bien Phu, Tan Binh, TP.HCM",700000001090,0468753131,pham.anh.long50@outlook.com
1091,CIF-001091,Dang Anh Khoa,"622 Vo Van Tan, Q7, Ha Noi",700000001091,0331475246,dang.anh.khoa28@outlook.com
1092,CIF-001092,Bui Van Thao,"467 Dien Bien Phu, Tan Binh, Da Nang",700000001092,0539573041,bui.van.thao91@yahoo.com
1093,CIF-001093,Hoang Hai Dung,"176 Cach Mang Thang 8, Q1, Hai Phong",700000001093,0449170544,hoang.hai.dung82@gmail.com
1094,CIF-001094,Le Duc Giang,"277 Nguyen Trai, Q7, Ha Noi",700000001094,0725594065,le.duc.giang84@gmail.com
1095,CIF-001095,Huynh Thu Hoa,"333 Le Loi, Tan Binh, Da Nang",700000001095,0827933045,huynh.thu.hoa79@yahoo.com
1096,CIF-001096,Hoang Quang Binh,"641 Nguyen Trai, Q11, Ha Noi",700000001096,0847539330,hoang.quang.binh33@gmail.com
1097,CIF-001097,Nguyen Hai Son,"109 Tran Hung Dao, Q10, Hai Phong",700000001097,0737670193,nguyen.hai.son29@yahoo.com
1098,CIF-001098,Huynh Duc Khanh,"596 Tran Hung Dao, Q5, Can Tho",700000001098,0468237550,huynh.duc.khanh19@yahoo.com
1099,CIF-001099,Vo Thi Long,"186 Pham Ngu Lao, Q5, Ha Noi",700000001099,0486458200,vo.thi.long94@yahoo.com
1100,CIF-001100,Le Duc Anh,"318 Hai Ba Trung, Q5, Can Tho",700000001100,0891580498,le.duc.anh9@gmail.com
1101,CIF-001101,Le Thi Yen,"252 Pham Ngu Lao, Binh Thanh, TP.HCM",700000001101,0880703020,le.thi.yen94@gmail.com
1102,CIF-001102,Nguyen Thu Dung,"387 Tran Hung Dao, Q1, TP.HCM",700000001102,0911818926,nguyen.thu.dung6@outlook.com
1103,CIF-001103,Le Thanh Chau,"275 Hai Ba Trung, Thu Duc, TP.HCM",700000001103,0911261132,le.thanh.chau70@gmail.com
1104,CIF-001104,Huynh Thi Khanh,"143 Pham Ngu Lao, Thu Duc, Can Tho",700000001104,0931896876,huynh.thi.khanh43@yahoo.com
1105,CIF-001105,Vo Ngoc Linh,"58 Dien Bien Phu, Q10, Hai Phong",700000001105,0312846476,vo.ngoc.linh14@gmail.com
1106,CIF-001106,Dang Duc Dung,"524 Tran Hung Dao, Q5, TP.HCM",700000001106,0413221342,dang.duc.dung55@gmail.com
1107,CIF-001107,Phan Ngoc Hoa,"672 Vo Van Tan, Q7, Can Tho",700000001107,0825087236,phan.ngoc.hoa22@yahoo.com
1108,CIF-001108,Tran Thanh Dung,"980 Vo Van Tan, Q11, TP.HCM",700000001108,0754791783,tran.thanh.dung47@gmail.com
1109,CIF-001109,Tran Van My,"155 Hai Ba Trung, Binh Thanh, Hai Phong",700000001109,0590478491,tran.van.my87@gmail.com
1110,CIF-001110,Phan Ngoc Tuan,"640 Vo Van Tan, Q11, TP.HCM",700000001110,0577008305,phan.ngoc.tuan48@outlook.com
1111,CIF-001111,Hoang Thi Anh,"883 Hai Ba Trung, Q5, Da Nang",700000001111,0462425387,hoang.thi.anh93@yahoo.com
1112,CIF-001112,Vo Thi Dung,"592 Tran Hung Dao, Q10, Ha Noi",700000001112,0353359494,vo.thi.dung24@gmail.com
1113,CIF-001113,Phan Quang Trang,"507 Tran Hung Dao, Go Vap, Can Tho",700000001113,0795443567,phan.quang.trang18@yahoo.com
1114,CIF-001114,Pham Anh Yen,"563 Pham Ngu Lao, Tan Binh, Hai Phong",700000001114,0681467508,pham.anh.yen30@outlook.com
1115,CIF-001115,Phan Thi Son,"733 Tran Hung Dao, Tan Binh, Hai Phong",700000001115,0939438509,phan.thi.son12@outlook.com
1116,CIF-001116,Pham Quang Anh,"209 Nguyen Trai, Q11, Hai Phong",700000001116,0627930505,pham.quang.anh8@gmail.com
1117,CIF-001117,Huynh Quang Giang,"302 Pham Ngu Lao, Q5, Hai Phong",700000001117,0642547451,huynh.quang.giang29@gmail.com
1118,CIF-001118,Nguyen Ngoc Dung,"986 Hai Ba Trung, Binh Thanh, TP.HCM",700000001118,0867003442,nguyen.ngoc.dung7@yahoo.com
1119,CIF-001119,Tran Thu Chau,"489 Nam Ky Khoi Nghia, Q5, TP.HCM",700000001119,0459022249,tran.thu.chau11@gmail.com
1120,CIF-001120,Pham Thi Anh,"583 Tran Hung Dao, Q5, Ha Noi",700000001120,0628805567,pham.thi.anh68@outlook.com
1121,CIF-001121,Hoang Minh Yen,"740 Ly Thuong Kiet, Go Vap, TP.HCM",700000001121,0524933959,hoang.minh.yen8@gmail.com
1122,CIF-001122,Nguyen Thu Hieu,"516 Hai Ba Trung, Q1, Can Tho",700000001122,0966857416,nguyen.thu.hieu59@outlook.com
1123,CIF-001123,Dang Duc Son,"514 Vo Van Tan, Q7, Can Tho",700000001123,0446484083,dang.duc.son67@gmail.com
1124,CIF-001124,Phan Ngoc Khanh,"411 Nam Ky Khoi Nghia, Q1, Ha Noi",700000001124,0634654960,phan.ngoc.khanh72@outlook.com
1125,CIF-001125,Bui Thi Huy,"489 Ly Thuong Kiet, Binh Thanh, Can Tho",700000001125,0417337905,bui.thi.huy83@yahoo.com
1126,CIF-001126,Phan Thanh Phong,"112 Le Loi, Q3, Da Nang",700000001126,0755026244,phan.thanh.phong31@gmail.com
1127,CIF-001127,Hoang Ngoc Vy,"110 Le Loi, Q7, Hai Phong",700000001127,0351489399,hoang.ngoc.vy71@gmail.com
1128,CIF-001128,Pham Van Linh,"276 Le Loi, Thu Duc, Hai Phong",700000001128,0385663810,pham.van.linh6@yahoo.com
1129,CIF-001129,Nguyen Quang Chau,"967 Vo Van Tan, Q1, Da Nang",700000001129,0947903378,nguyen.quang.chau65@yahoo.com
1130,CIF-001130,Pham Quang Khoa,"744 Ly Thuong Kiet, Q5, TP.HCM",700000001130,0564665076,pham.quang.khoa65@outlook.com
1131,CIF-001131,Tran Hai Giang,"25 Nam Ky Khoi Nghia, Binh Thanh, Can Tho",700000001131,0715020855,tran.hai.giang21@yahoo.com
1132,CIF-001132,Le Minh Chau,"907 Le Loi, Q7, Ha Noi",700000001132,0997807942,le.minh.chau99@gmail.com
1133,CIF-001133,Le Hai Thao,"747 Nam Ky Khoi Nghia, Tan Binh, Da Nang",700000001133,0627609040,le.hai.thao38@yahoo.com
1134,CIF-001134,Huynh Thu Yen,"41 Tran Hung Dao, Q7, Ha Noi",700000001134,0791453658,huynh.thu.yen20@gmail.com
1135,CIF-001135,Bui Minh Dung,"825 Nguyen Trai, Q5, Da Nang",700000001135,0721699448,bui.minh.dung13@yahoo.com
1136,CIF-001136,Vo Quang Hieu,"957 Vo Van Tan, Q5, TP.HCM",700000001136,0587378080,vo.quang.hieu46@yahoo.com
1137,CIF-001137,Tran Thi Hieu,"728 Pham Ngu Lao, Q10, Can Tho",700000001137,0569330327,tran.thi.hieu18@outlook.com
1138,CIF-001138,Tran Thu Long,"41 Ly Thuong Kiet, Q10, Can Tho",700000001138,0693172511,tran.thu.long17@outlook.com
1139,CIF-001139,Vo Quang Thao,"866 Nam Ky Khoi Nghia, Q11, Da Nang",700000001139,0365457991,vo.quang.thao58@outlook.com
1140,CIF-001140,Hoang Van My,"660 Nguyen Trai, Q7, Hai Phong",700000001140,0330744991,hoang.van.my38@gmail.com
1141,CIF-001141,Phan Ngoc Son,"409 Le Loi, Q7, Can Tho",700000001141,0972045979,phan.ngoc.son12@outlook.com
1142,CIF-001142,Huynh Minh Huy,"658 Dien Bien Phu, Go Vap, TP.HCM",700000001142,0334195880,huynh.minh.huy14@outlook.com
1143,CIF-001143,Phan Anh Khanh,"412 Ly Thuong Kiet, Q3, Da Nang",700000001143,0591117090,phan.anh.khanh28@yahoo.com
1144,CIF-001144,Vo Thi Phong,"466 Nguyen Trai, Tan Binh, Ha Noi",700000001144,0629530531,vo.thi.phong28@outlook.com
1145,CIF-001145,Huynh Thu Binh,"616 Tran Hung Dao, Q1, Da Nang",700000001145,0967728351,huynh.thu.binh28@yahoo.com
1146,CIF-001146,Nguyen Thanh Anh,"976 Tran Hung Dao, Q10, Da Nang",700000001146,0833636496,nguyen.thanh.anh19@gmail.com
1147,CIF-001147,Tran Duc Khoa,"84 Vo Van Tan, Go Vap, Can Tho",700000001147,0738736673,tran.duc.khoa34@outlook.com
1148,CIF-001148,Le Van Chau,"917 Tran Hung Dao, Q11, Da Nang",700000001148,0436656353,le.van.chau54@yahoo.com
1149,CIF-001149,Vo Minh Vy,"706 Hai Ba Trung, Binh Thanh, Da Nang",700000001149,0886546634,vo.minh.vy2@yahoo.com
1150,CIF-001150,Dang Thu Khanh,"80 Nam Ky Khoi Nghia, Thu Duc, Ha Noi",700000001150,0599129018,dang.thu.khanh96@outlook.com
1151,CIF-001151,Huynh Van Giang,"919 Pham Ngu Lao, Q5, Can Tho",700000001151,0952467541,huynh.van.giang87@gmail.com
1152,CIF-001152,Phan Duc Thao,"740 Nguyen Trai, Go Vap, Ha Noi",700000001152,0870307870,phan.duc.thao75@outlook.com
1153,CIF-001153,Tran Van Khanh,"764 Cach Mang Thang 8, Binh Thanh, Hai Phong",700000001153,0932293702,tran.van.khanh49@outlook.com
1154,CIF-001154,Pham Quang Khanh,"976 Cach Mang Thang 8, Thu Duc, TP.HCM",700000001154,0558827665,pham.quang.khanh39@gmail.com
1155,CIF-001155,Hoang Hai Dung,"717 Pham Ngu Lao, Go Vap, Can Tho",700000001155,0657208264,hoang.hai.dung70@yahoo.com
1156,CIF-001156,Phan Hai Trang,"117 Hai Ba Trung, Go Vap, Can Tho",700000001156,0533742466,phan.hai.trang77@outlook.com
1157,CIF-001157,Le Hai Yen,"391 Vo Van Tan, Binh Thanh, Da Nang",700000001157,0893265522,le.hai.yen12@gmail.com
1158,CIF-001158,Tran Thi Anh,"632 Tran Hung Dao, Q3, Can Tho",700000001158,0893728466,tran.thi.anh13@outlook.com
1159,CIF-001159,Vo Hai Son,"826 Nguyen Trai, Q10, Can Tho",700000001159,0439914362,vo.hai.son71@yahoo.com
1160,CIF-001160,Phan Thi Khanh,"877 Pham Ngu Lao, Q3, Da Nang",700000001160,0972269929,phan.thi.khanh83@yahoo.com
1161,CIF-001161,Phan Van Hoa,"801 Cach Mang Thang 8, Tan Binh, Da Nang",700000001161,0598406780,phan.van.hoa40@yahoo.com
1162,CIF-001162,Phan Thanh Anh,"922 Tran Hung Dao, Q1, TP.HCM",700000001162,0330585690,phan.thanh.anh67@yahoo.com
1163,CIF-001163,Bui Quang Trang,"175 Nam Ky Khoi Nghia, Binh Thanh, Ha Noi",700000001163,0762527771,bui.quang.trang79@gmail.com
1164,CIF-001164,Phan Van Son,"440 Hai Ba Trung, Binh Thanh, Ha Noi",700000001164,0652698007,phan.van.son21@outlook.com
1165,CIF-001165,Phan Thanh Dung,"728 Hai Ba Trung, Tan Binh, TP.HCM",700000001165,0887434736,phan.thanh.dung98@yahoo.com
1166,CIF-001166,Hoang Hai Hieu,"972 Ly Thuong Kiet, Q7, TP.HCM",700000001166,0313441373,hoang.hai.hieu2@yahoo.com
1167,CIF-001167,Bui Ngoc Anh,"633 Dien Bien Phu, Q3, Hai Phong",700000001167,0613394349,bui.ngoc.anh94@outlook.com
1168,CIF-001168,Le Minh Hoa,"192 Cach Mang Thang 8, Q7, Da Nang",700000001168,0481862482,le.minh.hoa93@gmail.com
1169,CIF-001169,Phan Duc Binh,"282 Le Loi, Q5, TP.HCM",700000001169,0887759654,phan.duc.binh15@gmail.com
1170,CIF-001170,Vo Thu Dung,"110 Hai Ba Trung, Q10, Da Nang",700000001170,0422452337,vo.thu.dung64@gmail.com
1171,CIF-001171,Huynh Thanh Khoa,"104 Pham Ngu Lao, Q1, Can Tho",700000001171,0375299245,huynh.thanh.khoa10@outlook.com
1172,CIF-001172,Pham Anh Khoa,"912 Ly Thuong Kiet, Go Vap, Ha Noi",700000001172,0450098215,pham.anh.khoa23@gmail.com
1173,CIF-001173,Bui Thu Binh,"121 Ly Thuong Kiet, Q11, Can Tho",700000001173,0790529679,bui.thu.binh1@outlook.com
1174,CIF-001174,Le Hai Phong,"949 Le Loi, Q7, Hai Phong",700000001174,0381934552,le.hai.phong67@gmail.com
1175,CIF-001175,Dang Ngoc Khanh,"888 Ly Thuong Kiet, Q3, Ha Noi",700000001175,0353961638,dang.ngoc.khanh29@gmail.com
1176,CIF-001176,Tran Ngoc Phong,"281 Pham Ngu Lao, Q7, TP.HCM",700000001176,0584020689,tran.ngoc.phong38@outlook.com
1177,CIF-001177,Vo Minh Yen,"525 Tran Hung Dao, Q7, Da Nang",700000001177,0436558526,vo.minh.yen92@outlook.com
1178,CIF-001178,Hoang Anh Dung,"598 Nam Ky Khoi Nghia, Q10, Ha Noi",700000001178,0937626276,hoang.anh.dung63@outlook.com
1179,CIF-001179,Phan Minh Yen,"611 Vo Van Tan, Q11, Hai Phong",700000001179,0391509842,phan.minh.yen55@yahoo.com
1180,CIF-001180,Pham Thu Hoa,"383 Le Loi, Go Vap, Ha Noi",700000001180,0378633149,pham.thu.hoa76@yahoo.com
1181,CIF-001181,Phan Duc My,"847 Dien Bien Phu, Q11, Can Tho",700000001181,0325388056,phan.duc.my42@gmail.com
1182,CIF-001182,Phan Ngoc Hoa,"252 Le Loi, Q7, Da Nang",700000001182,0529466895,phan.ngoc.hoa16@yahoo.com
1183,CIF-001183,Nguyen Quang Anh,"735 Ly Thuong Kiet, Q7, Can Tho",700000001183,0753159218,nguyen.quang.anh72@gmail.com
1184,CIF-001184,Tran Anh Tuan,"617 Cach Mang Thang 8, Tan Binh, Ha Noi",700000001184,0385290602,tran.anh.tuan92@yahoo.com
1185,CIF-001185,Bui Thi Son,"915 Tran Hung Dao, Binh Thanh, Da Nang",700000001185,0952965968,bui.thi.son26@gmail.com
1186,CIF-001186,Nguyen Minh Long,"48 Vo Van Tan, Binh Thanh, TP.HCM",700000001186,0370771788,nguyen.minh.long77@gmail.com
1187,CIF-001187,Huynh Thu Khoa,"243 Nam Ky Khoi Nghia, Q1, Da Nang",700000001187,0396391469,huynh.thu.khoa1@outlook.com
1188,CIF-001188,Vo Duc Giang,"862 Tran Hung Dao, Q1, Hai Phong",700000001188,0715250630,vo.duc.giang83@yahoo.com
1189,CIF-001189,Nguyen Thi Long,"98 Tran Hung Dao, Q10, Da Nang",700000001189,0556415774,nguyen.thi.long11@yahoo.com
1190,CIF-001190,Dang Quang Long,"628 Nguyen Trai, Binh Thanh, Da Nang",700000001190,0871012928,dang.quang.long83@yahoo.com
1191,CIF-001191,Tran Quang My,"106 Nguyen Trai, Q7, TP.HCM",700000001191,0911395331,tran.quang.my14@gmail.com
1192,CIF-001192,Huynh Anh Linh,"175 Le Loi, Q7, Da Nang",700000001192,0982149862,huynh.anh.linh89@gmail.com
1193,CIF-001193,Nguyen Duc Binh,"114 Nguyen Trai, Q10, TP.HCM",700000001193,0554201786,nguyen.duc.binh79@outlook.com
1194,CIF-001194,Phan Duc Hieu,"948 Hai Ba Trung, Thu Duc, Can Tho",700000001194,0326950183,phan.duc.hieu19@yahoo.com
1195,CIF-001195,Bui Anh Huy,"685 Le Loi, Tan Binh, Hai Phong",700000001195,0487562374,bui.anh.huy85@yahoo.com
1196,CIF-001196,Vo Duc Trang,"792 Pham Ngu Lao, Q7, TP.HCM",700000001196,0549759879,vo.duc.trang11@outlook.com
1197,CIF-001197,Huynh Hai Linh,"676 Cach Mang Thang 8, Q3, TP.HCM",700000001197,0618088890,huynh.hai.linh2@gmail.com
1198,CIF-001198,Pham Minh Khoa,"193 Pham Ngu Lao, Q3, Da Nang",700000001198,0489258668,pham.minh.khoa66@outlook.com
1199,CIF-001199,Huynh Duc Huy,"672 Hai Ba Trung, Tan Binh, TP.HCM",700000001199,0439364802,huynh.duc.huy50@yahoo.com
1200,CIF-001200,Vo Thu Thao,"208 Tran Hung Dao, Q7, TP.HCM",700000001200,0566786713,vo.thu.thao88@gmail.com
1201,CIF-001201,Hoang Thu Dung,"151 Pham Ngu Lao, Q3, TP.HCM",700000001201,0412226394,hoang.thu.dung24@yahoo.com
1202,CIF-001202,Hoang Van Long,"678 Dien Bien Phu, Go Vap, Da Nang",700000001202,0525881472,hoang.van.long11@outlook.com
1203,CIF-001203,Huynh Anh Khanh,"155 Tran Hung Dao, Tan Binh, Can Tho",700000001203,0754793758,huynh.anh.khanh57@gmail.com
1204,CIF-001204,Hoang Quang Dung,"51 Tran Hung Dao, Binh Thanh, Ha Noi",700000001204,0535427499,hoang.quang.dung23@yahoo.com
1205,CIF-001205,Bui Duc Thao,"623 Pham Ngu Lao, Tan Binh, Can Tho",700000001205,0316693632,bui.duc.thao32@outlook.com
1206,CIF-001206,Tran Thanh Dung,"55 Nguyen Trai, Thu Duc, Da Nang",700000001206,0418837886,tran.thanh.dung13@outlook.com
1207,CIF-001207,Hoang Thanh My,"717 Tran Hung Dao, Binh Thanh, Can Tho",700000001207,0339512907,hoang.thanh.my89@outlook.com
1208,CIF-001208,Hoang Minh Khanh,"176 Cach Mang Thang 8, Q11, Da Nang",700000001208,0890035829,hoang.minh.khanh94@yahoo.com
1209,CIF-001209,Nguyen Thi Hieu,"516 Nam Ky Khoi Nghia, Go Vap, Da Nang",700000001209,0942026965,nguyen.thi.hieu41@gmail.com
1210,CIF-001210,Tran Ngoc Hieu,"341 Pham Ngu Lao, Q5, TP.HCM",700000001210,0873699826,tran.ngoc.hieu43@yahoo.com
1211,CIF-001211,Nguyen Ngoc Phong,"903 Le Loi, Q5, TP.HCM",700000001211,0757263919,nguyen.ngoc.phong75@yahoo.com
1212,CIF-001212,Nguyen Minh Linh,"484 Le Loi, Q1, TP.HCM",700000001212,0749011532,nguyen.minh.linh68@gmail.com
1213,CIF-001213,Dang Ngoc Giang,"794 Le Loi, Q3, Da Nang",700000001213,0955053851,dang.ngoc.giang63@yahoo.com
1214,CIF-001214,Huynh Hai Phong,"680 Pham Ngu Lao, Q10, Da Nang",700000001214,0611820133,huynh.hai.phong39@yahoo.com
1215,CIF-001215,Huynh Hai My,"496 Le Loi, Q10, Hai Phong",700000001215,0895872544,huynh.hai.my19@gmail.com
1216,CIF-001216,Phan Thanh Giang,"366 Pham Ngu Lao, Q1, Ha Noi",700000001216,0767810328,phan.thanh.giang27@yahoo.com
1217,CIF-001217,Tran Thanh Khoa,"655 Le Loi, Q10, Hai Phong",700000001217,0680720244,tran.thanh.khoa34@gmail.com
1218,CIF-001218,Huynh Quang Khoa,"604 Tran Hung Dao, Q10, Da Nang",700000001218,0415516345,huynh.quang.khoa67@outlook.com
1219,CIF-001219,Huynh Thu Dung,"444 Pham Ngu Lao, Thu Duc, Da Nang",700000001219,0524789528,huynh.thu.dung64@gmail.com
1220,CIF-001220,Le Minh Giang,"536 Vo Van Tan, Thu Duc, Hai Phong",700000001220,0831824718,le.minh.giang63@yahoo.com
1221,CIF-001221,Hoang Thi Tuan,"16 Pham Ngu Lao, Q1, Ha Noi",700000001221,0589600725,hoang.thi.tuan7@gmail.com
1222,CIF-001222,Vo Duc Anh,"441 Ly Thuong Kiet, Q1, TP.HCM",700000001222,0528484302,vo.duc.anh37@yahoo.com
1223,CIF-001223,Dang Hai Giang,"977 Le Loi, Q10, Ha Noi",700000001223,0836404306,dang.hai.giang75@yahoo.com
1224,CIF-001224,Tran Duc Linh,"33 Pham Ngu Lao, Q11, Ha Noi",700000001224,0995502685,tran.duc.linh55@yahoo.com
1225,CIF-001225,Phan Thi Phong,"943 Vo Van Tan, Thu Duc, Da Nang",700000001225,0485686398,phan.thi.phong87@yahoo.com
1226,CIF-001226,Huynh Thu Giang,"700 Cach Mang Thang 8, Q10, Ha Noi",700000001226,0684394708,huynh.thu.giang39@gmail.com
1227,CIF-001227,Hoang Thi Tuan,"581 Pham Ngu Lao, Tan Binh, Ha Noi",700000001227,0668638761,hoang.thi.tuan18@gmail.com
1228,CIF-001228,Dang Minh Trang,"516 Ly Thuong Kiet, Go Vap, Da Nang",700000001228,0672619624,dang.minh.trang53@yahoo.com
1229,CIF-001229,Vo Van Vy,"28 Tran Hung Dao, Q3, Ha Noi",700000001229,0750586096,vo.van.vy75@gmail.com
1230,CIF-001230,Dang Quang Giang,"636 Dien Bien Phu, Thu Duc, Da Nang",700000001230,0362701842,dang.quang.giang52@gmail.com
1231,CIF-001231,Nguyen Minh Thao,"472 Nguyen Trai, Q3, TP.HCM",700000001231,0597225409,nguyen.minh.thao43@gmail.com
1232,CIF-001232,Bui Thi Tuan,"580 Pham Ngu Lao, Q11, TP.HCM",700000001232,0388466030,bui.thi.tuan66@outlook.com
1233,CIF-001233,Nguyen Thanh Thao,"148 Dien Bien Phu, Go Vap, Ha Noi",700000001233,0495854802,nguyen.thanh.thao39@gmail.com
1234,CIF-001234,Hoang Van Long,"639 Cach Mang Thang 8, Q3, TP.HCM",700000001234,0330538276,hoang.van.long16@outlook.com
1235,CIF-001235,Dang Thi Linh,"210 Le Loi, Go Vap, TP.HCM",700000001235,0977887931,dang.thi.linh51@yahoo.com
1236,CIF-001236,Nguyen Thi Tuan,"415 Pham Ngu Lao, Q5, Ha Noi",700000001236,0983379415,nguyen.thi.tuan79@yahoo.com
1237,CIF-001237,Vo Thu Dung,"443 Hai Ba Trung, Q1, Ha Noi",700000001237,0498243507,vo.thu.dung22@gmail.com
1238,CIF-001238,Dang Hai Khanh,"488 Pham Ngu Lao, Q10, Da Nang",700000001238,0823424414,dang.hai.khanh64@outlook.com
1239,CIF-001239,Huynh Duc Khoa,"396 Le Loi, Go Vap, Can Tho",700000001239,0967020114,huynh.duc.khoa4@gmail.com
1240,CIF-001240,Hoang Minh Dung,"578 Tran Hung Dao, Q1, Hai Phong",700000001240,0514574615,hoang.minh.dung84@outlook.com
1241,CIF-001241,Bui Minh Binh,"930 Ly Thuong Kiet, Q5, Can Tho",700000001241,0871518719,bui.minh.binh2@yahoo.com
1242,CIF-001242,Le Quang Thao,"877 Dien Bien Phu, Q7, Da Nang",700000001242,0880471776,le.quang.thao66@yahoo.com
1243,CIF-001243,Tran Ngoc Giang,"361 Nam Ky Khoi Nghia, Q11, Can Tho",700000001243,0828795756,tran.ngoc.giang98@yahoo.com
1244,CIF-001244,Hoang Anh Chau,"939 Pham Ngu Lao, Binh Thanh, Can Tho",700000001244,0798445699,hoang.anh.chau74@gmail.com
1245,CIF-001245,Dang Hai Phong,"133 Ly Thuong Kiet, Thu Duc, Hai Phong",700000001245,0588449352,dang.hai.phong52@outlook.com
1246,CIF-001246,Tran Van Anh,"873 Hai Ba Trung, Q7, TP.HCM",700000001246,0824256665,tran.van.anh87@yahoo.com
1247,CIF-001247,Vo Quang Linh,"791 Cach Mang Thang 8, Q3, Ha Noi",700000001247,0861550809,vo.quang.linh9@yahoo.com
1248,CIF-001248,Nguyen Thu Phong,"118 Nguyen Trai, Q3, Can Tho",700000001248,0960240663,nguyen.thu.phong81@outlook.com
1249,CIF-001249,Nguyen Ngoc Trang,"111 Pham Ngu Lao, Binh Thanh, Ha Noi",700000001249,0887011402,nguyen.ngoc.trang26@outlook.com
1250,CIF-001250,Pham Duc Long,"449 Vo Van Tan, Q7, Ha Noi",700000001250,0831755295,pham.duc.long68@yahoo.com
1251,CIF-001251,Pham Thi Son,"25 Le Loi, Q7, TP.HCM",700000001251,0928865991,pham.thi.son47@gmail.com
