card_account_id,cc_user_id,account_no,card_no_masked,card_type,product_type,issuing_branch_code_raw,credit_limit,current_balance,available_credit
1397,1069,CA-2021-0001397,5*** **** **** 2207,JCB,GOLD,Hai Phong CN1,61926934,26962217,34964717
1398,1069,CA-2024-0001398,4*** **** **** 4114,VISA,GOLD,HP-01,68029771,52331597,15698174
1399,1070,CA-2020-0001399,4*** **** **** 9329,MASTERCARD,INFINITE,HN-01,490448585,364234841,126213744
1400,1071,CA-2021-0001400,5*** **** **** 2817,MASTERCARD,GOLD,CT-01,148127593,111030240,37097353
1401,1071,CA-2022-0001401,5*** **** **** 5906,MASTERCARD,GOLD,Can Tho CN1,148276324,75940468,72335856
1402,1072,CA-2023-0001402,5*** **** **** 7516,MASTERCARD,INFINITE,BR-HCM01,601380927,492028435,109352492
1403,1073,CA-2024-0001403,4*** **** **** 0391,MASTERCARD,PLATINUM,Hai Phong CN1,184783796,4218125,180565671
1404,1073,CA-2020-0001404,5*** **** **** 8721,VISA,PLATINUM,Hai Phong CN1,259063893,220604457,38459436
1405,1074,CA-2024-0001405,5*** **** **** 7142,VISA,INFINITE,HA_NOI_CN1,606554674,309118816,297435858
1406,1075,CA-2022-0001406,4*** **** **** 6926,VISA,CLASSIC,BR-HN01,21701564,2487521,19214043
1407,1076,CA-2021-0001407,4*** **** **** 1462,JCB,CLASSIC,BR-HCM02,31063845,7760183,23303662
1408,1077,CA-2023-0001408,4*** **** **** 9168,JCB,GOLD,HAI_PHONG_1,107280915,28467218,78813697
1409,1078,CA-2023-0001409,5*** **** **** 2652,MASTERCARD,GOLD,Hai Phong CN1,140778503,95162419,45616084
1410,1079,CA-2022-0001410,4*** **** **** 8463,MASTERCARD,GOLD,Ha Noi CN1,105574763,11928127,93646636
1411,1079,CA-2024-0001411,5*** **** **** 8985,MASTERCARD,PLATINUM,BR-HN01,160521199,85270821,75250378
1412,1080,CA-2023-0001412,4*** **** **** 1390,JCB,GOLD,BR-HCM02,83582583,70490724,13091859
1413,1080,CA-2023-0001413,4*** **** **** 7038,VISA,PLATINUM,Ho Chi Minh Q3,150758396,63900466,86857930
1414,1081,CA-2020-0001414,4*** **** **** 1346,JCB,PLATINUM,Hai Phong CN1,194396362,98498062,95898300
1415,1081,CA-2023-0001415,5*** **** **** 5652,JCB,INFINITE,BR-HP01,410850007,268221879,142628128
1416,1082,CA-2024-0001416,4*** **** **** 7857,MASTERCARD,PLATINUM,Da Nang CN1,255560864,218698742,36862122
1417,1082,CA-2022-0001417,5*** **** **** 1935,VISA,INFINITE,BR-DN01,573627603,395275726,178351877
1418,1083,CA-2023-0001418,4*** **** **** 5084,VISA,INFINITE,DN-01,756956491,127177763,629778728
1419,1084,CA-2022-0001419,5*** **** **** 1436,MASTERCARD,GOLD,BR-HP01,92025759,20655803,71369956
1420,1085,CA-2020-0001420,4*** **** **** 9429,VISA,PLATINUM,BR-DN01,229117331,30174914,198942417
1421,1086,CA-2023-0001421,5*** **** **** 8748,JCB,CLASSIC,CT-01,35677449,21373668,14303781
1422,1087,CA-2022-0001422,5*** **** **** 0751,MASTERCARD,INFINITE,Ho Chi Minh Q3,630123066,533108287,97014779
1423,1087,CA-2021-0001423,4*** **** **** 7563,MASTERCARD,GOLD,HCM_Q3,138390533,76601842,61788691
1424,1088,CA-2023-0001424,5*** **** **** 7550,MASTERCARD,INFINITE,HCM_Q3,610318063,279551736,330766327
1425,1089,CA-2023-0001425,4*** **** **** 6057,MASTERCARD,GOLD,HCM_Q1,127958870,87178162,40780708
1426,1090,CA-2023-0001426,5*** **** **** 0557,JCB,GOLD,Hai Phong CN1,115706337,68056878,47649459
1427,1090,CA-2022-0001427,4*** **** **** 3139,JCB,PLATINUM,BR-HP01,193145886,145991491,47154395
1428,1091,CA-2021-0001428,5*** **** **** 1195,VISA,CLASSIC,HA_NOI_CN1,33897197,30082999,3814198
1429,1091,CA-2023-0001429,4*** **** **** 9869,MASTERCARD,CLASSIC,HN-01,20400933,3211975,17188958
1430,1092,CA-2020-0001430,5*** **** **** 2651,VISA,CLASSIC,CN-HCM-02,37568561,1371308,36197253
1431,1093,CA-2021-0001431,4*** **** **** 2373,JCB,CLASSIC,CT-01,42969006,15368007,27600999
1432,1094,CA-2022-0001432,4*** **** **** 0290,JCB,INFINITE,HN-01,455897122,141528020,314369102
1433,1095,CA-2020-0001433,5*** **** **** 4251,VISA,CLASSIC,Ha Noi CN1,22045519,11654651,10390868
1434,1096,CA-2023-0001434,4*** **** **** 2162,JCB,CLASSIC,Ho Chi Minh Q1,22539696,4711347,17828349
1435,1097,CA-2024-0001435,4*** **** **** 1935,VISA,PLATINUM,CAN_THO_1,289144816,42403590,246741226
1436,1098,CA-2022-0001436,4*** **** **** 5542,JCB,INFINITE,HP-01,608448538,16524926,591923612
1437,1098,CA-2020-0001437,5*** **** **** 3471,MASTERCARD,INFINITE,HAI_PHONG_1,448455781,101242673,347213108
1438,1099,CA-2021-0001438,4*** **** **** 3857,JCB,CLASSIC,DA_NANG_1,49390886,13348802,36042084
1439,1100,CA-2024-0001439,5*** **** **** 3798,MASTERCARD,PLATINUM,DN-01,208461273,87640427,120820846
1440,1101,CA-2023-0001440,5*** **** **** 3218,JCB,INFINITE,HP-01,363019655,269453124,93566531
1441,1102,CA-2023-0001441,5*** **** **** 7367,JCB,GOLD,Da Nang CN1,64531831,9200070,55331761
1442,1102,CA-2023-0001442,5*** **** **** 5463,JCB,INFINITE,Da Nang CN1,394421397,259905375,134516022
1443,1103,CA-2020-0001443,5*** **** **** 5543,JCB,CLASSIC,BR-HP01,29139721,10933374,18206347
1444,1104,CA-2022-0001444,5*** **** **** 0341,VISA,PLATINUM,Ha Noi CN1,277277841,195766912,81510929
1445,1105,CA-2023-0001445,5*** **** **** 5134,MASTERCARD,GOLD,BR-HCM02,107120803,57623583,49497220
1446,1106,CA-2024-0001446,4*** **** **** 2952,JCB,GOLD,HN-01,123660447,111130394,12530053
1447,1107,CA-2020-0001447,4*** **** **** 7980,MASTERCARD,GOLD,BR-HN01,59276142,7807304,51468838
1448,1107,CA-2023-0001448,4*** **** **** 0503,VISA,CLASSIC,HN-01,49185834,22604185,26581649
1449,1108,CA-2021-0001449,5*** **** **** 0591,VISA,PLATINUM,Can Tho CN1,241065648,64393460,176672188
1450,1108,CA-2020-0001450,4*** **** **** 7954,JCB,CLASSIC,CT-01,48433596,24547656,23885940
1451,1109,CA-2024-0001451,5*** **** **** 7905,VISA,GOLD,Ha Noi CN1,134987220,74485248,60501972
1452,1109,CA-2023-0001452,5*** **** **** 3652,JCB,GOLD,HA_NOI_CN1,127397201,51967697,75429504
1453,1110,CA-2022-0001453,5*** **** **** 7481,JCB,PLATINUM,CT-01,245164435,212640408,32524027
1454,1111,CA-2023-0001454,4*** **** **** 5624,VISA,PLATINUM,HCM_Q3,177723263,98682851,79040412
1455,1112,CA-2022-0001455,5*** **** **** 1220,VISA,PLATINUM,HAI_PHONG_1,297012642,124273460,172739182
1456,1113,CA-2024-0001456,4*** **** **** 0759,JCB,CLASSIC,BR-HCM02,23001295,5835570,17165725
1457,1114,CA-2021-0001457,5*** **** **** 2149,MASTERCARD,GOLD,DA_NANG_1,114432238,8835803,105596435
1458,1115,CA-2020-0001458,4*** **** **** 6153,MASTERCARD,GOLD,HAI_PHONG_1,73966729,51486405,22480324
1459,1116,CA-2021-0001459,5*** **** **** 8492,MASTERCARD,INFINITE,DN-01,495483363,355313334,140170029
1460,1117,CA-2021-0001460,5*** **** **** 2998,MASTERCARD,CLASSIC,CN-HCM-01,30158831,9280835,20877996
1461,1118,CA-2021-0001461,4*** **** **** 6534,MASTERCARD,INFINITE,HAI_PHONG_1,544444635,226202975,318241660
1462,1119,CA-2022-0001462,5*** **** **** 6481,JCB,CLASSIC,Ho Chi Minh Q3,30977321,10309923,20667398
1463,1120,CA-2020-0001463,5*** **** **** 9292,VISA,INFINITE,BR-CT01,316194235,240191908,76002327
1464,1120,CA-2023-0001464,4*** **** **** 6297,JCB,CLASSIC,CAN_THO_1,38739218,17686046,21053172
1465,1121,CA-2022-0001465,4*** **** **** 9726,MASTERCARD,INFINITE,BR-HN01,553395691,201450973,351944718
1466,1121,CA-2021-0001466,4*** **** **** 4518,JCB,GOLD,Ha Noi CN1,127747353,49953065,77794288
1467,1122,CA-2021-0001467,4*** **** **** 9210,VISA,GOLD,CAN_THO_1,120021287,41711478,78309809
1468,1122,CA-2022-0001468,4*** **** **** 0951,JCB,PLATINUM,CAN_THO_1,161672333,73864035,87808298
1469,1123,CA-2020-0001469,5*** **** **** 4690,JCB,PLATINUM,CT-01,291679537,43664864,248014673
1470,1124,CA-2021-0001470,5*** **** **** 3833,JCB,GOLD,HA_NOI_CN1,119732608,29766336,89966272
1471,1125,CA-2021-0001471,5*** **** **** 1016,VISA,CLASSIC,CAN_THO_1,21617618,12478208,9139410
1472,1125,CA-2024-0001472,4*** **** **** 2570,VISA,GOLD,CAN_THO_1,82256273,30949120,51307153
1473,1126,CA-2023-0001473,4*** **** **** 6021,MASTERCARD,INFINITE,Ho Chi Minh Q3,447759729,220594666,227165063
1474,1127,CA-2021-0001474,4*** **** **** 6406,JCB,PLATINUM,Can Tho CN1,208893352,11066045,197827307
1475,1128,CA-2024-0001475,4*** **** **** 6406,JCB,GOLD,BR-CT01,146537443,101461798,45075645
1476,1128,CA-2023-0001476,5*** **** **** 6475,MASTERCARD,CLASSIC,BR-CT01,39386028,27573233,11812795
1477,1129,CA-2023-0001477,4*** **** **** 9795,MASTERCARD,GOLD,Hai Phong CN1,113740643,91141616,22599027
1478,1129,CA-2020-0001478,4*** **** **** 4711,VISA,INFINITE,Hai Phong CN1,614844609,348405920,266438689
1479,1130,CA-2021-0001479,4*** **** **** 8389,VISA,CLASSIC,CAN_THO_1,32245580,26691883,5553697
1480,1130,CA-2020-0001480,5*** **** **** 4940,MASTERCARD,CLASSIC,Can Tho CN1,22091080,8201477,13889603
1481,1131,CA-2024-0001481,5*** **** **** 6737,JCB,PLATINUM,Da Nang CN1,253123450,214276309,38847141
1482,1132,CA-2023-0001482,5*** **** **** 8487,VISA,GOLD,HAI_PHONG_1,133977975,88253789,45724186
1483,1133,CA-2024-0001483,4*** **** **** 3876,VISA,PLATINUM,Hai Phong CN1,154003196,85228004,68775192
1484,1134,CA-2022-0001484,4*** **** **** 4354,JCB,CLASSIC,HP-01,39598194,34571783,5026411
1485,1135,CA-2020-0001485,5*** **** **** 6543,VISA,INFINITE,Da Nang CN1,784532372,391628234,392904138
1486,1136,CA-2023-0001486,4*** **** **** 0572,VISA,CLASSIC,BR-HCM02,28300866,18600647,9700219
1487,1137,CA-2023-0001487,4*** **** **** 5542,VISA,INFINITE,HCM_Q1,775759978,120558108,655201870
1488,1138,CA-2022-0001488,5*** **** **** 0617,JCB,PLATINUM,CT-01,240701969,59282295,181419674
1489,1139,CA-2022-0001489,4*** **** **** 4485,JCB,INFINITE,BR-HCM02,468474753,180804388,287670365
1490,1139,CA-2024-0001490,4*** **** **** 4697,MASTERCARD,GOLD,CN-HCM-02,67827566,8898726,58928840
1491,1140,CA-2020-0001491,5*** **** **** 0880,JCB,CLASSIC,DA_NANG_1,28000793,18050563,9950230
1492,1141,CA-2022-0001492,5*** **** **** 3707,VISA,CLASSIC,CAN_THO_1,43713200,7053606,36659594
1493,1142,CA-2020-0001493,5*** **** **** 0682,MASTERCARD,GOLD,HN-01,108522185,55104928,53417257
1494,1143,CA-2022-0001494,4*** **** **** 8399,VISA,GOLD,Can Tho CN1,50231909,27297140,22934769
1495,1144,CA-2022-0001495,5*** **** **** 1441,MASTERCARD,GOLD,HCM_Q3,81899671,55044815,26854856
1496,1145,CA-2020-0001496,4*** **** **** 7132,MASTERCARD,CLASSIC,BR-HN01,31849387,13718029,18131358
1497,1146,CA-2020-0001497,4*** **** **** 0802,VISA,INFINITE,HP-01,360913585,233144782,127768803
1498,1147,CA-2021-0001498,5*** **** **** 1679,VISA,CLASSIC,Ho Chi Minh Q3,37441197,377024,37064173
1499,1147,CA-2023-0001499,5*** **** **** 7881,VISA,GOLD,CN-HCM-02,94939041,45232596,49706445
1500,1148,CA-2024-0001500,4*** **** **** 7765,VISA,GOLD,Hai Phong CN1,66465175,27099461,39365714
1501,1149,CA-2020-0001501,5*** **** **** 3380,JCB,CLASSIC,BR-HP01,24945086,10461106,14483980
1502,1150,CA-2022-0001502,5*** **** **** 1419,VISA,INFINITE,HN-01,419104301,258193003,160911298
1503,1150,CA-2024-0001503,5*** **** **** 0898,MASTERCARD,PLATINUM,BR-HN01,188042837,20432652,167610185
1504,1151,CA-2022-0001504,5*** **** **** 7242,JCB,PLATINUM,Can Tho CN1,215771393,69916769,145854624
1505,1152,CA-2022-0001505,5*** **** **** 1290,JCB,GOLD,HCM_Q1,109269366,4788620,104480746
1506,1153,CA-2022-0001506,4*** **** **** 1712,VISA,PLATINUM,CN-HCM-01,175284587,65683320,109601267
1507,1154,CA-2023-0001507,5*** **** **** 9658,VISA,CLASSIC,BR-HN01,33483501,11808428,21675073
1508,1155,CA-2023-0001508,4*** **** **** 9988,JCB,PLATINUM,Ha Noi CN1,198413105,2990831,195422274
1509,1156,CA-2021-0001509,5*** **** **** 6490,JCB,INFINITE,Ha Noi CN1,783948984,219868444,564080540
1510,1157,CA-2021-0001510,5*** **** **** 0390,MASTERCARD,PLATINUM,CN-HCM-02,176963228,120934415,56028813
1511,1158,CA-2022-0001511,5*** **** **** 6770,JCB,GOLD,BR-HN01,55443263,8721496,46721767
1512,1159,CA-2023-0001512,4*** **** **** 9620,JCB,GOLD,HCM_Q1,145618324,28944415,116673909
1513,1160,CA-2020-0001513,4*** **** **** 8909,MASTERCARD,CLASSIC,CT-01,31014174,20697507,10316667
1514,1161,CA-2020-0001514,5*** **** **** 3614,MASTERCARD,CLASSIC,DN-01,22994776,9678852,13315924
1515,1162,CA-2021-0001515,5*** **** **** 7393,MASTERCARD,CLASSIC,Ha Noi CN1,32540403,17909921,14630482
1516,1163,CA-2020-0001516,5*** **** **** 0261,JCB,INFINITE,HA_NOI_CN1,362730486,148349513,214380973
1517,1164,CA-2021-0001517,4*** **** **** 1436,MASTERCARD,INFINITE,DN-01,303360256,156588142,146772114
1518,1165,CA-2023-0001518,4*** **** **** 3463,JCB,INFINITE,CT-01,368396273,267230168,101166105
1519,1166,CA-2022-0001519,5*** **** **** 3088,VISA,INFINITE,Ha Noi CN1,660579709,203026599,457553110
1520,1167,CA-2024-0001520,4*** **** **** 9739,JCB,CLASSIC,HP-01,27260118,18676196,8583922
1521,1168,CA-2021-0001521,4*** **** **** 7725,MASTERCARD,GOLD,BR-DN01,104821105,26462810,78358295
1522,1169,CA-2024-0001522,4*** **** **** 5117,MASTERCARD,GOLD,CAN_THO_1,140874258,16079228,124795030
1523,1170,CA-2020-0001523,5*** **** **** 2091,JCB,GOLD,BR-HN01,68104138,49628699,18475439
1524,1170,CA-2024-0001524,4*** **** **** 8386,VISA,INFINITE,Ha Noi CN1,590890906,176281156,414609750
1525,1171,CA-2024-0001525,5*** **** **** 2630,JCB,CLASSIC,HN-01,24230479,1414753,22815726
1526,1171,CA-2022-0001526,5*** **** **** 8902,MASTERCARD,PLATINUM,BR-HN01,281752811,179419486,102333325
1527,1172,CA-2024-0001527,4*** **** **** 4685,MASTERCARD,GOLD,Ho Chi Minh Q3,109870661,17932485,91938176
1528,1173,CA-2024-0001528,4*** **** **** 9230,VISA,CLASSIC,BR-CT01,32473708,5154154,27319554
1529,1174,CA-2022-0001529,4*** **** **** 0336,VISA,CLASSIC,HAI_PHONG_1,45922018,30404089,15517929
1530,1174,CA-2020-0001530,5*** **** **** 2986,VISA,GOLD,HAI_PHONG_1,54839377,3173656,51665721
1531,1175,CA-2021-0001531,5*** **** **** 3260,MASTERCARD,PLATINUM,Ho Chi Minh Q1,297988550,196763349,101225201
1532,1176,CA-2020-0001532,5*** **** **** 1406,MASTERCARD,CLASSIC,Ha Noi CN1,20478331,5687474,14790857
1533,1177,CA-2022-0001533,4*** **** **** 0630,VISA,PLATINUM,BR-DN01,155910781,45444456,110466325
1534,1178,CA-2020-0001534,4*** **** **** 7183,JCB,INFINITE,CAN_THO_1,502393300,287601773,214791527
1535,1178,CA-2024-0001535,5*** **** **** 1006,MASTERCARD,GOLD,CAN_THO_1,101101984,16243116,84858868
1536,1179,CA-2024-0001536,4*** **** **** 3458,JCB,CLASSIC,DA_NANG_1,34415986,1779387,32636599
1537,1179,CA-2020-0001537,4*** **** **** 9559,MASTERCARD,GOLD,DN-01,75932811,16831306,59101505
1538,1180,CA-2021-0001538,4*** **** **** 1483,JCB,GOLD,Ha Noi CN1,91852976,51318893,40534083
1539,1181,CA-2022-0001539,4*** **** **** 8200,MASTERCARD,CLASSIC,HN-01,44015952,7619770,36396182
1540,1182,CA-2022-0001540,4*** **** **** 1881,VISA,PLATINUM,CAN_THO_1,173338123,3858228,169479895
1541,1183,CA-2020-0001541,5*** **** **** 1724,JCB,PLATINUM,DN-01,245328116,122116352,123211764
1542,1184,CA-2023-0001542,4*** **** **** 2271,MASTERCARD,INFINITE,Da Nang CN1,595378640,227451832,367926808
1543,1185,CA-2020-0001543,5*** **** **** 4346,MASTERCARD,CLASSIC,DA_NANG_1,39639327,12113701,27525626
1544,1186,CA-2020-0001544,4*** **** **** 3726,VISA,GOLD,HCM_Q1,62270547,2343419,59927128
1545,1187,CA-2023-0001545,4*** **** **** 7972,VISA,CLASSIC,Ha Noi CN1,38474080,4014867,34459213
1546,1187,CA-2022-0001546,4*** **** **** 9742,VISA,GOLD,BR-HN01,86548113,13221753,73326360
1547,1188,CA-2023-0001547,4*** **** **** 1495,MASTERCARD,INFINITE,HAI_PHONG_1,326988346,206786622,120201724
1548,1189,CA-2023-0001548,4*** **** **** 1104,MASTERCARD,INFINITE,BR-CT01,642776391,544998017,97778374
1549,1190,CA-2021-0001549,5*** **** **** 4398,JCB,CLASSIC,DA_NANG_1,39585668,571545,39014123
1550,1190,CA-2022-0001550,4*** **** **** 8213,JCB,INFINITE,DN-01,588212976,241877835,346335141
1551,1191,CA-2021-0001551,4*** **** **** 2888,VISA,INFINITE,HCM_Q3,459084958,168447474,290637484
1552,1192,CA-2021-0001552,4*** **** **** 8479,JCB,PLATINUM,BR-CT01,187047160,142549279,44497881
1553,1193,CA-2024-0001553,5*** **** **** 4354,JCB,GOLD,DA_NANG_1,118260714,39759291,78501423
1554,1194,CA-2021-0001554,4*** **** **** 1943,MASTERCARD,GOLD,BR-DN01,59540258,46752875,12787383
1555,1194,CA-2024-0001555,5*** **** **** 0018,VISA,CLASSIC,BR-DN01,24869295,1815644,23053651
1556,1195,CA-2021-0001556,5*** **** **** 8382,VISA,CLASSIC,HAI_PHONG_1,43401669,32756516,10645153
1557,1195,CA-2022-0001557,4*** **** **** 3259,JCB,PLATINUM,HAI_PHONG_1,187012873,39968985,147043888
1558,1196,CA-2024-0001558,5*** **** **** 2716,MASTERCARD,CLASSIC,CN-HCM-01,43159445,4816664,38342781
1559,1197,CA-2023-0001559,4*** **** **** 0677,VISA,CLASSIC,DA_NANG_1,27216559,16415977,10800582
1560,1198,CA-2023-0001560,4*** **** **** 0477,JCB,CLASSIC,BR-DN01,32932487,17788403,15144084
1561,1199,CA-2020-0001561,5*** **** **** 3347,MASTERCARD,INFINITE,DA_NANG_1,744843062,347803663,397039399
1562,1199,CA-2024-0001562,4*** **** **** 6576,MASTERCARD,CLASSIC,BR-DN01,37894653,20586220,17308433
1563,1200,CA-2020-0001563,4*** **** **** 8884,JCB,CLASSIC,Can Tho CN1,23038589,1211025,21827564
1564,1201,CA-2024-0001564,5*** **** **** 6843,VISA,PLATINUM,BR-HCM01,287864402,242863798,45000604
1565,1201,CA-2021-0001565,4*** **** **** 3271,JCB,GOLD,Ho Chi Minh Q1,51569832,45919643,5650189
1566,1202,CA-2023-0001566,5*** **** **** 5702,JCB,GOLD,Hai Phong CN1,114278650,20457569,93821081
1567,1203,CA-2024-0001567,4*** **** **** 5908,VISA,CLASSIC,HA_NOI_CN1,32146230,11315445,20830785
1568,1204,CA-2020-0001568,4*** **** **** 2259,MASTERCARD,INFINITE,HN-01,426867448,289027219,137840229
1569,1205,CA-2021-0001569,4*** **** **** 4717,VISA,CLASSIC,Ha Noi CN1,37044524,18992229,18052295
1570,1205,CA-2024-0001570,4*** **** **** 2205,VISA,CLASSIC,BR-HN01,48814385,4833309,43981076
1571,1206,CA-2022-0001571,4*** **** **** 1339,MASTERCARD,GOLD,HN-01,112716691,2008772,110707919
1572,1207,CA-2021-0001572,4*** **** **** 9894,JCB,CLASSIC,HAI_PHONG_1,26194924,1172904,25022020
1573,1207,CA-2021-0001573,4*** **** **** 2369,MASTERCARD,CLASSIC,Hai Phong CN1,42854501,10688238,32166263
1574,1208,CA-2023-0001574,4*** **** **** 0296,VISA,INFINITE,Ho Chi Minh Q1,469987220,135023719,334963501
1575,1209,CA-2020-0001575,5*** **** **** 1729,JCB,INFINITE,HA_NOI_CN1,379440830,12701510,366739320
1576,1210,CA-2024-0001576,5*** **** **** 7492,MASTERCARD,CLASSIC,HN-01,46376613,4373950,42002663
1577,1210,CA-2022-0001577,4*** **** **** 2689,MASTERCARD,INFINITE,HA_NOI_CN1,696325856,484541702,211784154
1578,1211,CA-2024-0001578,5*** **** **** 0165,MASTERCARD,CLASSIC,BR-DN01,36466511,17735660,18730851
1579,1211,CA-2023-0001579,5*** **** **** 7025,VISA,GOLD,DA_NANG_1,72370366,63401088,8969278
1580,1212,CA-2020-0001580,5*** **** **** 2436,VISA,CLASSIC,Ha Noi CN1,30251120,611786,29639334
1581,1212,CA-2020-0001581,4*** **** **** 6394,VISA,GOLD,Ha Noi CN1,93740458,21314552,72425906
1582,1213,CA-2023-0001582,5*** **** **** 6279,MASTERCARD,PLATINUM,DA_NANG_1,193887630,153509211,40378419
1583,1214,CA-2021-0001583,5*** **** **** 4144,VISA,CLASSIC,HAI_PHONG_1,39164974,16166002,22998972
1584,1215,CA-2024-0001584,5*** **** **** 5080,JCB,PLATINUM,Hai Phong CN1,276022071,120137948,155884123
1585,1215,CA-2023-0001585,5*** **** **** 5341,VISA,GOLD,Hai Phong CN1,90688193,49152714,41535479
1586,1216,CA-2021-0001586,5*** **** **** 6768,VISA,CLASSIC,Hai Phong CN1,25776473,17192716,8583757
1587,1217,CA-2021-0001587,5*** **** **** 9929,MASTERCARD,CLASSIC,BR-HP01,33662117,29488576,4173541
1588,1218,CA-2022-0001588,4*** **** **** 3268,VISA,CLASSIC,DA_NANG_1,48799907,13223242,35576665
1589,1219,CA-2022-0001589,4*** **** **** 7467,JCB,GOLD,HP-01,95403321,39577001,55826320
1590,1220,CA-2021-0001590,4*** **** **** 9673,VISA,PLATINUM,HN-01,275651079,122645556,153005523
1591,1221,CA-2023-0001591,5*** **** **** 7573,JCB,GOLD,CN-HCM-02,89929315,53573690,36355625
1592,1222,CA-2022-0001592,4*** **** **** 1863,MASTERCARD,PLATINUM,DN-01,251233035,224948941,26284094
1593,1223,CA-2020-0001593,5*** **** **** 2626,VISA,GOLD,Ha Noi CN1,72776628,64173066,8603562
1594,1223,CA-2022-0001594,4*** **** **** 9377,VISA,GOLD,HN-01,56600703,41053282,15547421
1595,1224,CA-2022-0001595,4*** **** **** 4092,JCB,CLASSIC,BR-HN01,40574352,26217450,14356902
1596,1224,CA-2022-0001596,5*** **** **** 0784,VISA,INFINITE,HN-01,480018825,247879393,232139432
1597,1225,CA-2020-0001597,4*** **** **** 7179,MASTERCARD,INFINITE,BR-HP01,379241391,83561901,295679490
1598,1226,CA-2022-0001598,4*** **** **** 5098,MASTERCARD,INFINITE,DN-01,731492952,499908732,231584220
1599,1227,CA-2024-0001599,4*** **** **** 8266,JCB,CLASSIC,BR-HP01,40724998,32567234,8157764
1600,1227,CA-2022-0001600,4*** **** **** 6166,MASTERCARD,GOLD,HAI_PHONG_1,55569696,32683876,22885820
1601,1228,CA-2022-0001601,5*** **** **** 4923,JCB,INFINITE,CAN_THO_1,653778825,578766974,75011851
1602,1228,CA-2024-0001602,5*** **** **** 1917,JCB,GOLD,Can Tho CN1,82166297,49659509,32506788
1603,1229,CA-2021-0001603,5*** **** **** 6861,MASTERCARD,INFINITE,Da Nang CN1,582191554,187591144,394600410
1604,1230,CA-2023-0001604,4*** **** **** 0057,MASTERCARD,INFINITE,HA_NOI_CN1,696194366,598375324,97819042
1605,1231,CA-2021-0001605,5*** **** **** 3709,JCB,CLASSIC,Hai Phong CN1,22879200,4246916,18632284
1606,1232,CA-2022-0001606,4*** **** **** 4212,VISA,INFINITE,DA_NANG_1,707053989,570581607,136472382
1607,1232,CA-2021-0001607,5*** **** **** 0803,MASTERCARD,GOLD,DA_NANG_1,122923661,29593381,93330280
1608,1233,CA-2021-0001608,5*** **** **** 1175,VISA,CLASSIC,BR-HP01,48150501,17985624,30164877
1609,1234,CA-2022-0001609,5*** **** **** 9654,MASTERCARD,GOLD,BR-HP01,69534707,38785061,30749646
1610,1235,CA-2021-0001610,4*** **** **** 6600,MASTERCARD,CLASSIC,HN-01,44970839,21770311,23200528
1611,1236,CA-2022-0001611,5*** **** **** 0642,VISA,CLASSIC,Da Nang CN1,39090314,26673589,12416725
1612,1237,CA-2021-0001612,5*** **** **** 3218,MASTERCARD,GOLD,HCM_Q3,96371246,19067967,77303279
1613,1238,CA-2023-0001613,4*** **** **** 9541,JCB,CLASSIC,BR-HN01,38554710,4384561,34170149
1614,1239,CA-2021-0001614,5*** **** **** 8318,JCB,GOLD,CAN_THO_1,54523968,7921516,46602452
1615,1240,CA-2023-0001615,5*** **** **** 5607,VISA,GOLD,BR-HCM02,62158515,22853911,39304604
1616,1241,CA-2024-0001616,4*** **** **** 0779,VISA,GOLD,CAN_THO_1,127740644,106646847,21093797
1617,1241,CA-2022-0001617,4*** **** **** 3208,VISA,PLATINUM,Can Tho CN1,281003334,47659738,233343596
1618,1242,CA-2021-0001618,4*** **** **** 6839,VISA,CLASSIC,BR-DN01,30272858,2955011,27317847
1619,1243,CA-2020-0001619,5*** **** **** 8515,MASTERCARD,GOLD,Can Tho CN1,62298030,26234567,36063463
1620,1244,CA-2024-0001620,4*** **** **** 4539,VISA,GOLD,Ha Noi CN1,54491625,5308899,49182726
1621,1245,CA-2021-0001621,4*** **** **** 7965,MASTERCARD,PLATINUM,DA_NANG_1,201004409,156728585,44275824
1622,1246,CA-2021-0001622,4*** **** **** 3893,VISA,CLASSIC,BR-HP01,35356058,28282684,7073374
1623,1247,CA-2022-0001623,4*** **** **** 1763,MASTERCARD,CLASSIC,BR-HP01,44685513,24513817,20171696
1624,1248,CA-2021-0001624,5*** **** **** 7751,VISA,PLATINUM,BR-HCM02,296803819,118544482,178259337
1625,1248,CA-2023-0001625,4*** **** **** 3273,MASTERCARD,INFINITE,BR-HCM02,635934342,345205044,290729298
1626,1249,CA-2022-0001626,4*** **** **** 8999,MASTERCARD,CLASSIC,CAN_THO_1,24316534,19970256,4346278
1627,1250,CA-2020-0001627,5*** **** **** 9529,VISA,INFINITE,Hai Phong CN1,354452522,24726087,329726435
1628,1250,CA-2024-0001628,5*** **** **** 3707,JCB,CLASSIC,HAI_PHONG_1,41631066,22607693,19023373
1629,1251,CA-2020-0001629,5*** **** **** 3470,VISA,CLASSIC,Ha Noi CN1,48282504,12530747,35751757
1630,1252,CA-2021-0001630,4*** **** **** 6749,JCB,INFINITE,DA_NANG_1,652617655,311804179,340813476
1631,1253,CA-2024-0001631,4*** **** **** 4263,MASTERCARD,PLATINUM,Can Tho CN1,189144895,27700149,161444746
1632,1254,CA-2020-0001632,5*** **** **** 5578,JCB,CLASSIC,HAI_PHONG_1,37885595,28860934,9024661
